gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1944217710	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MH749270	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	US	USA:United States National Arboretum China valley	ada9d123-ddb4-467d-8891-806ea8d94230	38.91	-76.96											3915937	3915937	PRESERVED_SPECIMEN					Gostel, M. R.		CC_BY_4_0		J. S. Suissa & M. Gostel			2018-12-22T03:27:41.230Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1942073412	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MH749136	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	US	USA:United States National Arboretum China valley	ada9d123-ddb4-467d-8891-806ea8d94230	38.91	-76.96							2017-05-26T00:00:00Z	26	5	2017	3915937	3915937	PRESERVED_SPECIMEN					Gostel, M. R.		CC_BY_4_0		J. S. Suissa & M. Gostel			2018-12-07T16:06:24.917Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1942073349	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MH748977	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	US	USA:United States National Arboretum China valley	ada9d123-ddb4-467d-8891-806ea8d94230	38.91	-76.96							2017-05-26T00:00:00Z	26	5	2017	3915937	3915937	PRESERVED_SPECIMEN					Gostel, M. R.		CC_BY_4_0		J. S. Suissa & M. Gostel			2018-12-07T16:06:24.903Z		COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84
1936336966	834c9918-f762-11e1-a439-00145eb45e9a	8f89ba10-3192-4a36-b4f7-03d28ea0feea	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP	Japonia	0363cbd4-f666-455e-8e86-0bbddcf51950													3915940	3915940	PRESERVED_SPECIMEN	MA	MA	MA-02-00251411				CC_BY_NC_4_0					2018-12-10T16:47:59.687Z	STILLIMAGE	
1936038382	834c9918-f762-11e1-a439-00145eb45e9a	3764318b-20fe-11e3-9e2e-000c29035824	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP	Japonia	0363cbd4-f666-455e-8e86-0bbddcf51950													3915940	3915940	PRESERVED_SPECIMEN	MA	MA	MA-01-00251411				CC_BY_NC_4_0					2018-12-07T01:32:58.095Z	STILLIMAGE	
1934164619	848f7570-f762-11e1-a439-00145eb45e9a	4fed99d6-17d9-425c-a88c-58ca533998f6	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862									1950-07-25T00:00:00Z	25	7	1950	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1066650				CC_BY_4_0					2018-12-09T06:13:15.315Z		
1934164600	848f7570-f762-11e1-a439-00145eb45e9a	aaa4636b-53f8-4811-8a11-3d4a91058bab	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	33.1882	131.3212							1953-05-10T00:00:00Z	10	5	1953	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	108178				CC_BY_4_0					2018-12-09T06:13:15.222Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934164596	848f7570-f762-11e1-a439-00145eb45e9a	bb0f0c07-6971-4a79-8182-dec41494e450	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	34.1591	136.0147							1933-07-20T00:00:00Z	20	7	1933	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	220884				CC_BY_4_0					2018-12-09T06:13:15.244Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934164593	848f7570-f762-11e1-a439-00145eb45e9a	416ed0d9-285c-4d97-bbea-29befd9badf5	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862									1949-06-22T00:00:00Z	22	6	1949	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	648391				CC_BY_4_0					2018-12-09T06:13:15.262Z		
1934152431	848f7570-f762-11e1-a439-00145eb45e9a	874dd7c6-9a07-4a55-bd34-5f9b93385fc2	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	34.6962	136.2698							1933-08-10T00:00:00Z	10	8	1933	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	684789				CC_BY_4_0					2018-12-09T06:13:09.877Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934152397	848f7570-f762-11e1-a439-00145eb45e9a	f142cb0b-deb1-4901-86aa-934f8d5ce789	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.786	139.5582											3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1066670				CC_BY_4_0					2018-12-09T06:13:09.890Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934152374	848f7570-f762-11e1-a439-00145eb45e9a	4a785a1a-77f2-4eca-9a8e-81fcf5c4381b	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.1872	135.8602							1965-06-04T00:00:00Z	4	6	1965	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	272995				CC_BY_4_0					2018-12-09T06:13:09.879Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934152369	848f7570-f762-11e1-a439-00145eb45e9a	cfecc6af-fdef-47b9-aa3c-d0ffdcb2268b	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.4457	139.2908			100.0				1968-10-22T00:00:00Z	22	10	1968	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	265806				CC_BY_4_0					2018-12-09T06:13:09.857Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934152365	848f7570-f762-11e1-a439-00145eb45e9a	a7edcdab-1a49-4c29-ac30-699a688e093e	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	37.46	140.8653			200.0				1994-07-31T00:00:00Z	31	7	1994	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	605264				CC_BY_4_0					2018-12-09T06:13:09.869Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934145349	848f7570-f762-11e1-a439-00145eb45e9a	53075e34-b78d-45ef-b796-b7cb52139fa6	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	33.456906	133.054436			625.0				2007-06-11T00:00:00Z	11	6	2007	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1114536				CC_BY_4_0					2018-12-09T06:13:06.807Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934144027	848f7570-f762-11e1-a439-00145eb45e9a	aee2a5be-e6b8-4bc2-945b-ddff0e528a94	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	33.8552	134.0958			1700.0	200.0			1959-08-15T00:00:00Z	15	8	1959	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	305874				CC_BY_4_0					2018-12-09T06:13:06.178Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934144025	848f7570-f762-11e1-a439-00145eb45e9a	4984f8a8-594c-4571-afa3-c90bbef7654f	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	33.8552	134.0958							1931-07-13T00:00:00Z	13	7	1931	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	247816				CC_BY_4_0					2018-12-09T06:13:06.236Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934141799	848f7570-f762-11e1-a439-00145eb45e9a	8ba7337e-e1bc-4ab5-be98-a47c795e8f55	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.257	136.4376							1955-07-10T00:00:00Z	10	7	1955	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	856613				CC_BY_4_0					2018-12-09T06:13:05.280Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934138817	848f7570-f762-11e1-a439-00145eb45e9a	ededf400-c05d-4196-ac6a-1af0d0b55792	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.2	134.7			775.0	75.0			2005-04-20T00:00:00Z	20	4	2005	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1219870				CC_BY_4_0					2018-12-09T06:13:03.682Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934138597	848f7570-f762-11e1-a439-00145eb45e9a	a2cc7420-26ba-4475-b215-c6b00cbdc7c7	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	33.75	132.883333			930.0				2003-04-18T00:00:00Z	18	4	2003	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	934796				CC_BY_4_0					2018-12-09T06:13:03.517Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934124350	848f7570-f762-11e1-a439-00145eb45e9a	6d4df420-bacc-40fc-9b4a-a4588525bb58	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.7487	136.7582							2011-04-26T00:00:00Z	26	4	2011	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1137110				CC_BY_4_0					2018-12-09T06:12:56.263Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934099622	848f7570-f762-11e1-a439-00145eb45e9a	b6213ec2-8f80-4e3d-8276-52ad5b9be0d5	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.759194	136.775			555.0				2011-04-27T00:00:00Z	27	4	2011	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1137108				CC_BY_4_0					2018-12-09T06:12:44.068Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934099573	848f7570-f762-11e1-a439-00145eb45e9a	a470a800-1f88-4381-8004-7e1fe62d6c24	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.759194	136.775			555.0				2011-04-27T00:00:00Z	27	4	2011	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1137109				CC_BY_4_0					2018-12-09T06:12:44.053Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934099057	848f7570-f762-11e1-a439-00145eb45e9a	96b47e8f-c314-460f-9e7b-923cfc1fd24f	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.333333	134.616667			475.0	125.0			1994-05-27T00:00:00Z	27	5	1994	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1101066				CC_BY_4_0					2018-12-09T06:12:43.788Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934098977	848f7570-f762-11e1-a439-00145eb45e9a	ceb90f8e-1ff5-44ef-bea3-fdecfd548fbc	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.3663	134.8528			375.0	75.0			1993-05-24T00:00:00Z	24	5	1993	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1101515				CC_BY_4_0					2018-12-09T06:12:43.775Z		GEODETIC_DATUM_ASSUMED_WGS84
1934096365	848f7570-f762-11e1-a439-00145eb45e9a	25b75394-71aa-4b2e-8538-02e5c0041831	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.2115	139.0238							1931-05-17T00:00:00Z	17	5	1931	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	856643				CC_BY_4_0					2018-12-09T06:12:42.367Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934061482	848f7570-f762-11e1-a439-00145eb45e9a	17a16835-384c-461a-b6d9-fb96521c3a60	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.1984	138.8077							1937-07-01T00:00:00Z	1	7	1937	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1020910				CC_BY_4_0					2018-12-09T06:12:27.487Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934061471	848f7570-f762-11e1-a439-00145eb45e9a	144ca0fd-34be-4d04-bf48-dc083dcd43e0	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.2181	139.038							1935-01-01T00:00:00Z	1	1	1935	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1020909				CC_BY_4_0					2018-12-09T06:12:27.392Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934061424	848f7570-f762-11e1-a439-00145eb45e9a	e9b566b2-8056-4d9e-8277-ec47c2dbee41	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862									1936-06-01T00:00:00Z	1	6	1936	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1020911				CC_BY_4_0					2018-12-09T06:12:27.472Z		
1934045501	848f7570-f762-11e1-a439-00145eb45e9a	598fc2b4-1004-4960-b360-2138bd021cf1	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.4888	138.6428							1927-09-25T00:00:00Z	25	9	1927	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1066655				CC_BY_4_0					2018-12-09T06:12:19.692Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934045495	848f7570-f762-11e1-a439-00145eb45e9a	2a119729-323c-4f18-93cc-6f9de5251694	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.8896	136.6879							1955-04-01T00:00:00Z	1	4	1955	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	131258				CC_BY_4_0					2018-12-09T06:12:19.649Z		GEODETIC_DATUM_ASSUMED_WGS84
1934045447	848f7570-f762-11e1-a439-00145eb45e9a	db441f04-2205-4c14-9fba-29f82a562e3f	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.5492	138.8092							1933-10-01T00:00:00Z	1	10	1933	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	948309				CC_BY_4_0					2018-12-09T06:12:19.650Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934045443	848f7570-f762-11e1-a439-00145eb45e9a	10d1c96e-8fde-49b1-930b-861b8de5877b	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.8379	137.7424							1961-08-18T00:00:00Z	18	8	1961	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	247694				CC_BY_4_0					2018-12-09T06:12:19.636Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934045436	848f7570-f762-11e1-a439-00145eb45e9a	7dd75b5f-1d65-4946-9c43-5084bfc361e8	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	33.7478	134.0265			500.0				1966-06-21T00:00:00Z	21	6	1966	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	187720				CC_BY_4_0					2018-12-09T06:12:19.757Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934045416	848f7570-f762-11e1-a439-00145eb45e9a	4a09ade2-80ff-4c5e-9542-b5ccaa97666b	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	33.9064	133.184							1914-10-04T00:00:00Z	4	10	1914	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	263183				CC_BY_4_0					2018-12-09T06:12:19.578Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934045396	848f7570-f762-11e1-a439-00145eb45e9a	c434d951-5607-4f59-b9e3-8165977af445	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.0728	134.6513							1950-07-23T00:00:00Z	23	7	1950	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	908207				CC_BY_4_0					2018-12-09T06:12:19.565Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934045393	848f7570-f762-11e1-a439-00145eb45e9a	40e42e0f-efff-44da-9691-a1111a2dc647	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.238	138.6586							1954-07-14T00:00:00Z	14	7	1954	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	279207				CC_BY_4_0					2018-12-09T06:12:19.608Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934005063	848f7570-f762-11e1-a439-00145eb45e9a	3de575f3-c19b-49c6-856a-112e2a584df6	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.2334	139.0934							1977-03-29T00:00:00Z	29	3	1977	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1054080				CC_BY_4_0					2018-12-09T06:11:57.376Z		GEODETIC_DATUM_ASSUMED_WGS84
1934004964	848f7570-f762-11e1-a439-00145eb45e9a	ef92e1b9-b645-4579-9463-077372440d97	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.2334	139.0934							1977-03-29T00:00:00Z	29	3	1977	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1054079				CC_BY_4_0					2018-12-09T06:11:57.298Z		GEODETIC_DATUM_ASSUMED_WGS84
1934002791	848f7570-f762-11e1-a439-00145eb45e9a	a94dc23e-624e-47f2-8450-63c14f3a6454	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.1064	134.2683							1961-08-25T00:00:00Z	25	8	1961	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	156562				CC_BY_4_0					2018-12-09T06:11:56.163Z		GEODETIC_DATUM_ASSUMED_WGS84
1934002777	848f7570-f762-11e1-a439-00145eb45e9a	445c23ee-e8bd-46a3-bf00-07ef11352f96	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.1064	134.2683							1961-08-25T00:00:00Z	25	8	1961	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	156563				CC_BY_4_0					2018-12-09T06:11:56.253Z		GEODETIC_DATUM_ASSUMED_WGS84
1934002752	848f7570-f762-11e1-a439-00145eb45e9a	dc5b3099-413a-4958-a31b-5d26fc19c878	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.0864	137.7548							2000-01-01T00:00:00Z	1	1	2000	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	914653				CC_BY_4_0					2018-12-09T06:11:56.189Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934002746	848f7570-f762-11e1-a439-00145eb45e9a	76cba621-4e1e-4cc3-9cf3-ceb744884daf	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.48333	139.11359											3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1066648				CC_BY_4_0					2018-12-09T06:11:56.189Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1934002692	848f7570-f762-11e1-a439-00145eb45e9a	7f9fd220-14f1-40b0-bdaa-36bb4bdb09ec	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	36.9302	140.273							1958-06-01T00:00:00Z	1	6	1958	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	1066647				CC_BY_4_0					2018-12-09T06:11:56.224Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1933991799	848f7570-f762-11e1-a439-00145eb45e9a	19db86f5-ea1b-4a68-843a-f431a59767e0	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	32.6414	130.9929							1940-04-08T00:00:00Z	8	4	1940	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	212567				CC_BY_4_0					2018-12-09T06:11:50.967Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1933991780	848f7570-f762-11e1-a439-00145eb45e9a	d3b1c73c-098b-49a5-99f6-59342cfd2f36	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862	35.5803	139.0143							1934-06-10T00:00:00Z	10	6	1934	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	43568				CC_BY_4_0					2018-12-09T06:11:50.893Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1933991778	848f7570-f762-11e1-a439-00145eb45e9a	2005502d-6d81-4bd7-92f8-0634f23d8803	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea polyandra		SPECIES	Euptelea polyandra Siebold & Zucc.	JP		4fd82480-ea1c-11da-8db4-b8a03c50a862									1934-04-22T00:00:00Z	22	4	1934	3915940	3915940	PRESERVED_SPECIMEN	TNS	VS	44657				CC_BY_4_0					2018-12-09T06:11:50.943Z		
